order_id;seller_id;buyer_id;kodepos;subtotal;discount;total;created_at;paid_at;delivery_at
2239;35;13674;81137;240000;0;240000;2020-05-11;2020-05-18;2020-05-28
2244;57;17823;04903;646000;7200;638800;2020-04-13;2020-04-18;2020-05-02
2249;23;12950;05577;6704000;117000;6587000;2020-05-23;2020-06-02;2020-06-12
2250;27;8835;52861;4004000;0;4004000;2020-05-31;NA;NA
2251;61;15180;17505;5049000;0;5049000;2019-12-22;2019-12-25;2019-12-30
2254;37;2415;71291;1615000;0;1615000;2019-12-27;2020-01-07;2020-01-10
2272;4;6662;81003;4182000;0;4182000;2020-05-10;2020-05-16;2020-05-16
2276;56;10199;24097;3531000;0;3531000;2019-08-26;2019-09-01;NA
2278;18;10258;33901;3752000;0;3752000;2020-05-25;2020-05-30;2020-06-08
2284;68;12750;06189;368000;0;368000;2019-12-22;2019-12-23;2019-12-27
2287;29;5927;10369;615000;0;615000;2019-10-06;2019-10-13;2019-10-14
2288;39;10828;46811;1064000;0;1064000;2019-09-12;2019-09-20;2019-10-01
2291;49;5071;52696;425000;0;425000;2019-10-21;2019-11-04;2019-11-04
2298;14;10504;48603;3244000;0;3244000;2020-05-28;2020-06-05;2020-06-06
2307;33;320;68347;55000;0;55000;2019-12-06;2019-12-14;NA
2316;3;12758;27970;594000;0;594000;2020-01-28;2020-02-07;2020-02-12
2319;22;9841;21081;435000;0;435000;2019-05-31;2019-06-01;2019-06-01
2321;64;17296;85118;14329000;0;14329000;2020-05-11;2020-05-25;2020-05-31
2329;10;3707;33362;4342000;0;4342000;2019-11-22;2019-11-29;2019-12-09
2330;61;14891;16839;7159000;0;7159000;2020-05-30;2020-06-01;2020-06-09
2333;6;12905;17393;348000;43200;304800;2020-02-09;2020-02-13;2020-02-15
2334;6;10719;88596;972000;0;972000;2019-11-29;2019-12-01;2019-12-06
2338;24;7106;38140;16000;0;16000;2019-12-13;2019-12-24;2020-01-07
2342;12;15742;52463;1158000;0;1158000;2019-10-04;2019-10-06;2019-10-10
2344;12;11399;06460;436000;0;436000;2020-04-22;2020-05-04;2020-05-04
2355;33;12823;79295;320000;0;320000;2020-05-28;2020-06-05;2020-06-13
2357;39;9057;77112;805000;0;805000;2020-03-29;2020-04-03;2020-04-13
2359;54;6609;93860;1530000;0;1530000;2019-06-30;2019-07-11;NA
2360;9;7340;60256;1396000;0;1396000;2020-04-23;2020-04-25;2020-04-27
2368;57;3671;47485;1682000;0;1682000;2019-10-10;2019-10-23;2019-10-31
2369;48;11771;77457;831000;0;831000;2019-12-29;2020-01-06;2020-01-12
2376;13;6776;81844;1140000;0;1140000;2019-09-23;2019-10-06;2019-10-10
2379;20;2854;75555;540000;0;540000;2020-05-20;2020-05-27;2020-05-29
2382;42;4181;45334;812000;0;812000;2019-06-26;2019-06-29;2019-06-30
2384;54;7369;26541;1012000;0;1012000;2019-12-12;NA;NA
2394;58;3175;30897;974000;32400;941600;2020-05-02;2020-05-09;2020-05-16
2423;42;2306;68505;2026000;0;2026000;2019-07-21;2019-07-23;2019-08-03
2438;7;11672;60928;5564000;92400;5471600;2020-05-27;2020-05-28;NA
2442;28;7751;55969;2800000;0;2800000;2020-05-18;2020-05-20;2020-05-20
2444;34;3361;76558;572000;0;572000;2019-12-26;2019-12-30;2019-12-30
2447;54;1814;29956;252000;0;252000;2019-05-18;2019-05-29;2019-06-09
2452;67;3042;86975;140000;0;140000;2019-04-10;2019-04-12;2019-04-17
2457;31;6456;81443;1806000;0;1806000;2019-11-09;2019-11-22;2019-11-29
2474;17;3821;55129;2820000;0;2820000;2019-09-05;2019-09-16;2019-09-28
2478;60;2162;63456;840000;0;840000;2019-10-30;2019-11-04;2019-11-14
2479;51;10036;82359;175000;0;175000;2019-12-19;2019-12-31;2020-01-07
2480;45;6459;29485;126000;0;126000;2019-10-16;2019-10-30;2019-11-01
2490;52;8271;82047;4098000;0;4098000;2020-05-30;2020-06-09;NA
2496;44;12211;68162;462000;0;462000;2019-11-06;2019-11-09;2019-11-09
2497;22;727;02968;266000;0;266000;2019-12-07;2019-12-20;2020-01-03
2503;20;14085;85905;1876000;0;1876000;2019-12-20;2020-01-01;2020-01-05
2505;39;6098;51986;703000;0;703000;2020-04-13;2020-04-24;2020-04-24
2507;21;1400;50425;3780000;0;3780000;2019-07-02;2019-07-03;2019-07-08
2510;7;2131;89477;5550000;0;5550000;2019-05-25;2019-05-30;2019-06-01
2520;49;15955;17549;1898000;0;1898000;2020-03-27;NA;NA
2537;5;17039;30340;77000;0;77000;2019-10-08;2019-10-18;2019-10-26
2543;69;11316;56190;5200000;0;5200000;2020-01-09;2020-01-21;2020-01-26
2545;33;13106;44273;11850000;21600;11828400;2020-01-06;2020-01-10;NA
2556;6;7527;78954;272000;0;272000;2020-05-21;2020-05-23;2020-06-03
2561;16;16216;82790;3375000;0;3375000;2019-11-06;2019-11-20;2019-11-22
2568;41;10884;84808;4259000;0;4259000;2019-10-18;2019-10-28;2019-10-29
2577;31;17532;44009;247000;0;247000;2019-08-31;2019-09-02;2019-09-07
2584;27;4698;92141;404000;9900;394100;2020-04-18;2020-04-20;2020-04-27
2586;42;5089;83828;1214000;94500;1119500;2020-05-24;2020-06-01;2020-06-15
2600;40;6317;47858;9149000;70200;9078800;2020-04-30;2020-05-13;2020-05-15
2609;17;4351;72467;322000;0;322000;2019-05-19;NA;NA
2612;46;11340;86189;662000;56100;605900;2020-01-15;2020-01-17;2020-01-28
2626;8;8711;69136;648000;0;648000;2020-01-18;2020-01-22;2020-01-31
2644;33;16795;53619;273000;0;273000;2020-04-13;2020-04-17;2020-04-28
2645;30;15534;56216;963000;0;963000;2020-05-06;2020-05-11;2020-05-11
2670;50;9641;87032;170000;0;170000;2019-08-27;2019-09-07;2019-09-08
2675;61;14983;96439;294000;58800;235200;2019-07-16;2019-07-23;NA
2692;37;14869;95843;152000;0;152000;2019-08-16;2019-08-28;2019-08-29
2695;27;2339;27119;536000;0;536000;2019-12-21;2019-12-28;2019-12-28
2716;54;4167;33716;2892000;0;2892000;2020-04-29;2020-05-01;2020-05-08
2723;60;10450;08456;3644000;0;3644000;2019-10-27;2019-11-09;2019-11-18
2726;67;10678;43535;1344000;0;1344000;2020-01-15;2020-01-23;2020-01-25
2732;65;6355;73578;374000;0;374000;2019-12-13;2019-12-22;2019-12-31
2742;68;585;77523;510000;0;510000;2019-07-09;2019-07-19;2019-07-20
2743;21;10830;31686;5280000;0;5280000;2019-11-30;2019-12-08;2019-12-15
2748;53;2669;78907;152000;0;152000;2019-03-31;2019-04-14;2019-04-22
2755;40;6061;31561;409000;0;409000;2019-07-11;2019-07-23;2019-07-29
2757;56;7764;39281;1734000;0;1734000;2019-10-15;2019-10-27;2019-11-03
2766;29;2867;53079;3609000;0;3609000;2019-11-22;2019-12-05;2019-12-13
2768;29;2032;61063;2652000;0;2652000;2019-09-23;2019-10-03;2019-10-09
2783;62;9429;25643;144000;0;144000;2019-11-12;NA;NA
2785;51;12306;36667;2300000;0;2300000;2020-02-01;2020-02-09;2020-02-18
2811;50;12699;37081;1230000;85200;1144800;2020-05-28;NA;NA
2824;55;7715;94846;6448000;0;6448000;2019-10-07;2019-10-15;2019-10-18
2828;10;5956;83025;1162000;0;1162000;2020-02-18;2020-02-19;2020-02-21
2829;30;9769;58366;600000;0;600000;2020-02-17;2020-02-19;NA
2830;18;2683;47436;3982000;0;3982000;2020-05-21;2020-06-01;2020-06-10
2834;37;2815;85509;1080000;0;1080000;2019-11-14;2019-11-21;2019-11-30
2843;13;8108;79244;3162000;0;3162000;2020-05-23;2020-06-06;2020-06-09
2847;28;2075;72323;2062000;0;2062000;2019-11-08;2019-11-17;2019-11-19
2863;19;1388;83750;3692000;0;3692000;2019-10-12;2019-10-21;2019-11-04
2865;36;3070;85684;328000;0;328000;2020-02-04;2020-02-09;NA
2870;61;1055;36949;942000;181200;760800;2020-05-25;2020-05-28;2020-06-06
2880;69;13138;78916;423000;0;423000;2019-12-12;2019-12-22;2019-12-24
2911;60;4654;55537;565000;0;565000;2020-05-16;2020-05-26;2020-05-31
2916;22;4349;74474;174000;0;174000;2019-10-25;2019-11-05;2019-11-19
2929;10;14532;96211;4410000;0;4410000;2020-03-25;2020-04-07;2020-04-11
2966;52;6392;40197;6004000;246000;5758000;2020-03-17;2020-03-27;2020-04-03
2967;30;8172;02300;5992000;0;5992000;2020-04-17;2020-04-20;2020-04-25
2984;57;2611;44032;323000;32300;290700;2019-10-17;2019-10-31;2019-11-02
2987;30;10274;35879;585000;0;585000;2020-05-15;2020-05-18;2020-05-27
2997;54;17078;78519;648000;0;648000;2019-12-20;2019-12-23;2019-12-28
3000;16;7985;78595;896000;0;896000;2020-03-22;2020-04-03;2020-04-05
3013;16;3938;11527;2345000;0;2345000;2019-11-23;2019-12-05;2019-12-19
3016;21;8643;67085;4925000;0;4925000;2019-11-27;2019-12-10;2019-12-16
3021;26;4945;71229;820000;0;820000;2020-01-01;2020-01-05;2020-01-14
3024;9;8083;23388;1779000;0;1779000;2020-05-30;2020-06-08;2020-06-15
3028;61;11725;33216;1875000;0;1875000;2020-05-22;2020-05-31;2020-06-12
3044;34;10333;78340;150000;0;150000;2019-04-11;2019-04-17;2019-04-18
3062;54;7572;43483;8130000;0;8130000;2020-05-22;2020-05-24;2020-05-26
3066;37;5743;74384;7072000;0;7072000;2020-02-18;2020-03-03;NA
3070;27;11561;20864;3887000;0;3887000;2020-01-27;2020-02-07;2020-02-19
3071;6;16480;79979;351000;0;351000;2019-09-30;2019-10-07;2019-10-09
3080;23;16565;96804;114000;0;114000;2019-05-24;2019-06-02;2019-06-04
3094;17;7530;92513;1320000;0;1320000;2019-09-11;2019-09-22;2019-09-28
3096;63;11538;45287;4000000;0;4000000;2019-12-22;2020-01-01;2020-01-01
3097;44;13301;83206;312000;0;312000;2019-12-24;2020-01-06;2020-01-12
3099;8;1410;17583;3588000;0;3588000;2020-02-28;2020-03-06;2020-03-16
3106;10;5575;19586;1160000;0;1160000;2020-02-16;2020-02-27;2020-03-10
3129;11;9837;05147;2612000;0;2612000;2019-07-20;2019-07-22;2019-07-27
3139;37;6664;08452;2740000;0;2740000;2019-11-30;2019-12-02;2019-12-03
3152;40;15972;07653;667000;0;667000;2019-10-29;2019-11-08;2019-11-11
3155;40;7384;74706;4024000;0;4024000;2019-12-15;2019-12-29;2020-01-05
3159;55;8365;94501;4880000;0;4880000;2020-01-01;2020-01-12;2020-01-14
3160;29;12835;83483;320000;0;320000;2020-04-02;2020-04-04;2020-04-12
3168;55;16165;32931;318000;57750;260250;2019-09-06;2019-09-17;2019-10-01
3183;64;13649;85019;3702000;0;3702000;2020-03-24;2020-04-06;NA
3189;24;17306;45387;468000;0;468000;2019-05-25;2019-06-02;2019-06-09
3192;11;7979;77445;11170000;0;11170000;2019-12-27;2020-01-10;2020-01-13
3203;65;17738;76321;186000;0;186000;2019-11-15;2019-11-26;2019-12-04
3208;29;14303;84379;210000;0;210000;2020-01-29;2020-02-08;NA
3209;68;16969;03371;5280000;0;5280000;2019-10-12;2019-10-15;NA
3211;34;6148;58309;9382000;0;9382000;2019-12-18;2019-12-20;2019-12-22
3216;3;17650;98058;2024000;0;2024000;2019-12-01;2019-12-03;2019-12-04
3217;38;751;10699;106000;0;106000;2019-06-22;NA;NA
3218;52;6292;02761;475000;0;475000;2019-11-13;2019-11-23;2019-11-26
3220;5;8524;33028;2914000;0;2914000;2020-05-06;2020-05-11;2020-05-23
3222;26;1335;21069;824000;0;824000;2020-05-06;2020-05-14;2020-05-25
3236;35;6760;07845;319000;0;319000;2019-11-15;2019-11-23;2019-12-07
3246;28;4071;31514;336000;0;336000;2020-02-24;2020-03-09;NA
3247;26;15597;94206;239000;0;239000;2019-10-17;2019-10-30;2019-11-06
3251;56;17103;35878;894000;0;894000;2020-02-27;2020-03-04;2020-03-18
3265;13;5178;59419;5000000;0;5000000;2020-03-09;2020-03-19;2020-03-28
3277;53;16526;56085;168000;0;168000;2020-02-04;2020-02-17;2020-02-25
3284;48;1560;66726;7531000;0;7531000;2020-05-30;2020-06-09;2020-06-14
3295;22;15505;44479;1004000;0;1004000;2020-05-20;2020-05-23;2020-06-03
3297;49;10134;09416;4116000;0;4116000;2020-02-23;2020-02-26;2020-03-07
3304;68;14087;36001;5415000;196800;5218200;2019-09-29;2019-10-13;2019-10-20
3308;15;4330;82405;2850000;0;2850000;2019-11-13;2019-11-20;NA
3312;41;3067;26004;714000;0;714000;2019-07-01;2019-07-02;2019-07-11
3318;60;13792;04044;2915000;0;2915000;2020-01-12;NA;NA
3325;11;7465;66550;318000;0;318000;2019-10-23;2019-11-03;2019-11-06
3327;58;6370;79973;765000;0;765000;2020-01-26;2020-02-07;2020-02-15
3334;16;17366;51830;1436000;0;1436000;2019-05-14;2019-05-23;2019-06-02
3336;38;10016;37781;3388000;0;3388000;2020-01-11;NA;NA
3337;39;14825;31573;4083000;0;4083000;2019-09-07;2019-09-13;2019-09-19
3339;29;9006;23850;1006000;0;1006000;2020-05-26;2020-05-30;2020-06-10
3343;11;3921;76832;2670000;0;2670000;2020-04-09;2020-04-17;2020-04-24
3361;22;11166;02186;238000;0;238000;2019-07-03;2019-07-10;2019-07-10
3362;12;13205;48203;952000;0;952000;2019-09-04;2019-09-11;2019-09-25
3363;31;16320;22478;852000;0;852000;2019-12-24;2020-01-03;NA
3368;36;14769;49688;4680000;0;4680000;2019-11-14;2019-11-28;NA
3369;30;379;18582;9620000;0;9620000;2020-03-17;2020-03-19;2020-03-23
3370;38;8601;59106;176000;0;176000;2019-10-28;2019-11-08;2019-11-19
3375;67;15307;11741;4000;0;4000;2019-12-12;2019-12-25;2019-12-27
3380;14;9214;21755;3380000;0;3380000;2019-04-30;2019-05-12;2019-05-24
3384;53;8713;45098;840000;0;840000;2020-03-04;2020-03-12;2020-03-22
3387;1;1604;72132;1348000;0;1348000;2020-03-12;2020-03-16;2020-03-25
3391;44;4693;95539;3906000;0;3906000;2019-04-06;2019-04-17;2019-04-24
3392;12;16744;77668;5184000;0;5184000;2020-04-24;2020-05-05;2020-05-17
3396;37;1446;06031;68000;0;68000;2019-12-09;2019-12-23;2019-12-25
3408;8;564;39551;146000;0;146000;2019-11-24;2019-11-26;2019-12-10
3414;31;7681;03609;13458000;0;13458000;2019-10-13;2019-10-19;2019-10-19
3415;46;10945;37013;615000;0;615000;2020-04-22;2020-05-02;2020-05-16
3417;57;5336;97021;957000;0;957000;2019-09-30;2019-10-12;2019-10-17
3423;38;14763;82829;2830000;0;2830000;2019-09-29;2019-10-06;2019-10-06
3425;58;9594;32885;96000;0;96000;2019-11-06;2019-11-16;2019-11-24
3443;14;15827;31477;1270000;0;1270000;2019-11-21;2019-11-26;2019-12-07
3451;55;5830;74945;918000;0;918000;2019-11-29;2019-12-09;2019-12-12
3457;11;10440;51918;5964000;0;5964000;2019-12-18;2019-12-21;2020-01-01
3463;47;12380;58033;2982000;0;2982000;2020-02-17;2020-02-23;2020-02-23
3467;11;434;67100;4200000;840000;3360000;2019-12-22;2019-12-24;2019-12-31
3477;9;11853;88509;1036000;0;1036000;2020-05-04;2020-05-15;2020-05-18
3488;3;17613;34053;344000;0;344000;2020-01-19;2020-02-01;2020-02-02
3490;5;8398;20128;510000;0;510000;2020-05-15;2020-05-20;2020-05-30
3494;48;15768;38737;1380000;0;1380000;2019-12-12;2019-12-13;2019-12-25
3501;2;5617;38199;8492000;826000;7666000;2020-05-21;2020-05-25;2020-06-03
3505;42;16905;98011;208000;0;208000;2020-04-01;2020-04-13;2020-04-14
3509;4;5540;13025;11716000;0;11716000;2019-07-14;2019-07-22;2019-07-24
3524;27;8245;44659;346000;0;346000;2020-04-20;2020-04-24;NA
3531;49;16313;87351;42000;0;42000;2020-03-27;2020-04-05;NA
3551;13;11681;29194;1006000;0;1006000;2020-05-15;2020-05-24;2020-05-28
3552;22;5745;04798;42000;0;42000;2019-10-31;2019-11-11;2019-11-17
3554;54;3799;87591;17500000;0;17500000;2019-10-05;2019-10-10;2019-10-16
3559;62;14760;97649;6230000;0;6230000;2019-11-23;2019-12-04;2019-12-05
3566;18;4888;75827;724000;0;724000;2020-03-30;2020-04-12;2020-04-14
3570;47;11445;76300;10603000;30000;10573000;2020-05-15;2020-05-21;2020-05-28
3582;56;11594;67002;440000;0;440000;2019-05-07;2019-05-21;2019-06-04
3586;40;7836;39451;640000;0;640000;2019-07-20;2019-07-31;NA
3590;35;6765;34174;7630000;0;7630000;2020-05-14;2020-05-24;2020-05-24
3593;24;17872;46409;3077000;0;3077000;2020-03-24;2020-04-06;2020-04-18
3594;45;1461;03118;760000;0;760000;2019-06-01;2019-06-04;2019-06-09
3595;59;11624;50878;2278000;0;2278000;2020-04-25;2020-04-30;2020-05-10
3603;68;243;00759;32000;0;32000;2019-11-23;2019-12-05;2019-12-07
3611;53;7714;34524;194000;19200;174800;2020-02-16;2020-02-17;NA
3614;68;6408;05916;169000;0;169000;2020-02-05;2020-02-16;2020-02-20
3626;19;14172;73282;1760000;0;1760000;2020-02-02;2020-02-13;2020-02-18
3630;7;15277;17548;2232000;0;2232000;2020-03-05;2020-03-12;2020-03-15
3632;5;17517;36489;864000;0;864000;2020-01-21;2020-01-27;2020-02-05
3638;55;11254;78583;3854000;0;3854000;2020-02-11;2020-02-18;2020-02-19
3646;7;3295;28340;2581000;0;2581000;2019-10-10;NA;NA
3648;35;17651;60889;954000;0;954000;2020-05-27;2020-05-28;2020-06-04
3649;27;2795;95782;495000;0;495000;2019-06-26;2019-07-06;2019-07-18
3651;5;9144;12040;180000;0;180000;2019-11-22;2019-11-29;2019-12-13
3655;11;10899;47724;16000;0;16000;2019-09-17;2019-10-01;2019-10-05
3671;51;6690;62993;98000;0;98000;2019-09-26;2019-09-28;2019-10-07
3673;11;4984;28921;2709000;0;2709000;2019-08-01;2019-08-05;2019-08-06
3674;7;1242;23268;779000;0;779000;2020-01-30;2020-02-13;2020-02-15
3707;44;13999;37950;3400000;0;3400000;2019-10-07;2019-10-14;2019-10-22
3742;58;13385;97910;1562000;0;1562000;2020-03-31;2020-04-13;2020-04-18
3753;42;5003;00063;504000;0;504000;2019-11-09;2019-11-18;2019-11-20
3768;62;1067;59826;280000;0;280000;2020-01-14;2020-01-16;NA
3775;50;15909;72836;11590000;0;11590000;2019-05-20;NA;NA
3778;19;17083;54665;393000;0;393000;2020-02-14;2020-02-22;2020-02-22
3782;42;7448;42198;3884000;0;3884000;2020-05-22;2020-05-28;2020-06-07
3787;30;9735;43395;3990000;0;3990000;2019-11-19;2019-12-02;2019-12-16
3790;12;9710;84846;3057000;0;3057000;2020-02-10;NA;NA
3795;66;17378;00850;866000;0;866000;2020-03-09;2020-03-12;2020-03-15
3796;67;3351;19215;3536000;0;3536000;2020-02-12;2020-02-20;2020-02-23
3804;20;14964;71922;1218000;114000;1104000;2019-10-04;2019-10-17;2019-10-23
3807;61;13399;08917;128000;0;128000;2020-04-25;2020-05-07;2020-05-13
3809;6;2513;42807;1397000;0;1397000;2020-01-31;2020-02-06;2020-02-16
3810;54;15770;65399;5585000;0;5585000;2020-04-10;2020-04-22;2020-04-24
3817;20;7849;65451;318000;0;318000;2019-10-20;2019-10-26;2019-11-06
3823;64;8076;21671;198000;0;198000;2019-10-14;NA;NA
3828;32;5283;35743;1598000;0;1598000;2019-03-20;2019-03-24;2019-03-31
3829;10;4101;62527;3691000;0;3691000;2020-02-17;2020-03-02;2020-03-05
3849;47;7914;16593;923000;0;923000;2020-02-26;NA;NA
3850;7;15720;61011;4036000;0;3956000;2020-04-18;2020-04-24;2020-05-04
3851;8;5699;52921;384000;0;384000;2019-07-18;2019-07-24;2019-07-27
3854;62;8489;43159;2460000;0;2460000;2019-11-25;2019-12-02;2019-12-09
3857;62;11930;70234;9302000;1048800;8253200;2020-02-14;2020-02-17;2020-02-22
3858;38;6037;39166;204000;0;204000;2019-10-19;2019-10-20;2019-10-23
3872;22;572;20930;691000;0;691000;2020-05-26;2020-05-30;2020-06-08
3877;3;7943;34069;3724000;0;3724000;2019-08-16;2019-08-17;2019-08-26
3880;27;12634;03315;1718000;21000;1697000;2020-04-24;2020-04-28;2020-05-09
3884;43;16777;02890;3160000;360000;2800000;2020-04-23;2020-05-03;2020-05-06
3893;42;3894;41124;6517000;0;6517000;2020-01-02;2020-01-04;2020-01-08
3898;37;16875;60966;315000;0;315000;2019-05-01;2019-05-13;2019-05-23
3900;58;12602;26859;3043000;0;3043000;2020-03-30;2020-04-11;2020-04-25
3910;65;12465;73556;385000;0;385000;2020-02-26;2020-03-10;2020-03-10
3914;15;6264;22476;1061000;0;1061000;2020-05-20;2020-05-31;2020-05-31
3923;69;4096;31714;722000;0;722000;2020-03-21;2020-04-02;2020-04-09
3928;16;4986;04413;1080000;0;1080000;2020-03-26;2020-03-31;2020-04-07
3929;51;12641;75306;810000;0;810000;2020-03-19;NA;NA
3939;39;10866;30932;1425000;0;1425000;2019-11-23;NA;NA
3953;51;17440;42878;8400000;0;8400000;2019-11-27;2019-12-08;2019-12-17
3974;24;7607;22200;1272000;0;1272000;2020-03-10;NA;NA
3978;35;1120;50275;240000;0;240000;2019-09-19;2019-10-03;2019-10-15
3983;38;988;81761;699000;0;699000;2019-11-25;2019-11-26;2019-12-08
3990;66;253;84836;228000;0;228000;2019-12-17;2019-12-20;2019-12-21
3994;28;11909;84964;6528000;0;6528000;2019-12-11;2019-12-15;2019-12-17
4003;5;3679;54154;1096000;0;1096000;2019-09-29;2019-10-05;2019-10-14
4008;46;1675;55816;4312000;0;4312000;2020-05-13;2020-05-16;2020-05-17
4015;36;10002;59862;828000;0;828000;2019-11-04;2019-11-16;2019-11-24
4024;20;9760;53790;92000;0;92000;2020-03-13;2020-03-21;NA
4036;4;15350;49444;1335000;0;1335000;2019-11-15;2019-11-26;2019-11-30
4048;3;15114;01827;1392000;11400;1380600;2020-05-25;2020-06-04;2020-06-12
4078;2;10212;59025;32000;6400;25600;2019-12-01;2019-12-13;2019-12-27
4082;58;10332;38148;112000;0;112000;2019-04-05;2019-04-15;2019-04-15
4092;10;11086;78563;600000;0;600000;2019-10-10;2019-10-11;2019-10-19
4093;43;15132;11343;390000;0;390000;2019-10-12;2019-10-16;2019-10-27
4097;45;2114;91479;276000;0;276000;2020-05-05;2020-05-09;2020-05-11
4112;59;6139;28297;2452000;0;2452000;2019-08-24;2019-09-06;2019-09-08
4113;46;1549;40829;1320000;0;1320000;2019-10-08;2019-10-15;2019-10-15
4123;7;8653;76838;324000;0;324000;2019-10-05;2019-10-10;2019-10-20
4135;6;4285;02438;345000;37000;308000;2019-11-29;2019-12-08;2019-12-19
4136;40;13575;70257;3168000;0;3168000;2019-11-27;2019-12-07;2019-12-21
4148;64;17063;58315;205000;0;205000;2020-03-27;2020-04-09;2020-04-16
4150;52;7106;21721;1368000;0;1368000;2020-05-09;2020-05-16;2020-05-22
4154;37;5167;22974;1820000;0;1820000;2019-10-16;2019-10-28;2019-10-30
4163;41;12738;27204;5191000;0;5191000;2019-12-07;2019-12-19;2019-12-24
4172;8;2392;36154;163000;0;163000;2020-05-20;NA;NA
4202;49;11406;89273;552000;55200;496800;2019-09-24;2019-10-05;2019-10-13
4204;38;5058;25345;3554000;29250;3524750;2020-05-31;2020-06-14;2020-06-24
4211;35;7544;92464;5941000;0;5941000;2020-05-22;2020-05-27;2020-05-27
4226;65;13431;12766;32000;6400;25600;2020-02-22;2020-03-06;2020-03-16
4236;62;14533;65692;1760000;0;1760000;2019-12-20;2019-12-24;2020-01-01
4250;38;330;78428;1768000;0;1768000;2020-02-18;2020-02-26;2020-02-28
4258;35;10600;59598;600000;26400;573600;2019-12-20;2019-12-31;2020-01-11
4261;53;12841;43707;183000;0;183000;2020-02-09;NA;NA
4269;17;12273;24244;1077000;4200;1072800;2020-05-18;2020-05-29;2020-06-01
4283;28;10616;05108;2243000;0;2243000;2019-12-29;2020-01-03;2020-01-04
4291;46;5497;95762;935000;0;935000;2020-03-31;2020-04-03;NA
4304;1;9235;93565;710000;0;710000;2019-11-28;2019-12-05;2019-12-07
4327;8;10101;73693;532000;0;532000;2019-07-28;NA;NA
4328;2;15357;35550;713000;0;713000;2019-10-06;2019-10-09;2019-10-20
4333;55;616;81730;28000;0;28000;2019-05-28;2019-06-05;2019-06-11
4349;66;9292;95772;163000;0;163000;2020-03-11;2020-03-12;2020-03-23
4352;47;2427;37347;431000;0;431000;2019-08-30;2019-09-07;2019-09-13
4354;34;3061;82791;2870000;0;2870000;2020-05-06;2020-05-18;2020-05-18
4356;8;9247;45673;54000;0;54000;2019-06-13;2019-06-21;2019-06-25
4377;9;6973;07407;114000;11400;102600;2019-11-24;2019-12-05;2019-12-10
4381;18;8326;38073;152000;0;152000;2020-03-06;2020-03-10;2020-03-20
4385;59;988;89180;491000;0;491000;2020-05-31;2020-06-11;2020-06-22
4402;11;1010;25686;1495000;0;1495000;2019-11-29;2019-12-06;2019-12-13
4410;18;6836;41395;90000;0;90000;2019-09-08;2019-09-10;NA
4417;67;8414;89128;299000;0;299000;2019-12-22;NA;NA
4439;69;1252;76116;30000;0;30000;2020-05-30;2020-06-06;2020-06-13
4447;64;4081;06872;2220000;0;2220000;2019-10-30;2019-11-09;2019-11-18
